Row_ID,Year,Era,Scenario,Region,Demographic_Group,Education_Level,Profession,AI_Tool_Category,Weekly_AI_Usage_Hours,AI_Dependency_Score,Human_Creativity_Score,Critical_Thinking_Ability,Problem_Solving_Skills,Emotional_Intelligence,Innovation_Rate,Learning_Speed,Human_Decision_Making_Involvement,Social_Interaction_Quality,Cognitive_Load_Index,Mental_Wellbeing_Score,AI_Tool_Proficiency,Adaptability_Score,Attention_Span_Minutes,Positive_Effects_of_AI,Negative_Effects_of_AI,Outcome_Label
4022,2035,AI-Augmented Society,Optimistic,Europe,Elder (65+),Secondary,Creative Arts,None,16.4,27.39,67.02,69.72,82.64,68.0,62.5,59.61,88.5,76.69,56.64,64.43,28.04,61.27,42.29,Reduced cognitive load on repetitive tasks; Democratized access to expertise; Faster skill acquisition; Better data-driven decisions,Digital addiction patterns; Emotional detachment from AI mediation,Positive Growth
4023,2043,Post-Singularity Transition,Neutral,North America,Young Adult (26-35),Primary,Education,Creative AI,22.9,35.24,70.99,61.54,72.88,63.61,61.0,66.3,73.42,62.11,67.52,55.9,45.7,64.65,44.58,Enhanced emotional regulation through AI coaching; Greater scientific discovery rates,Emotional detachment from AI mediation; Attention span deterioration; Job displacement anxiety,Positive Growth
4024,2053,Cognitive Co-Evolution,Mixed,Oceania,Senior (51-65),Secondary,Law,Multi-modal AI,29.4,63.92,59.19,54.61,67.51,60.4,36.92,62.84,56.49,53.74,69.51,76.17,85.55,73.61,35.34,Democratized access to expertise,Reduced independent thinking; Privacy erosion through behavioral data; Polarization through AI echo chambers,Stagnant / Moderate
4025,2043,Post-Singularity Transition,Neutral,Southeast Asia,Adult (36-50),Undergraduate,Technology,Basic Assistants,17.1,37.08,63.4,67.99,71.31,70.97,61.19,65.38,68.94,62.13,46.98,49.66,34.35,68.46,33.59,Optimized problem-solving frameworks; Cross-domain creativity boosts; Better data-driven decisions,Decreased social bonding; Existential anxiety from AI advancement; Over-reliance on AI outputs,Positive Growth
4026,2048,Post-Singularity Transition,Mixed,Oceania,Adult (36-50),Postgraduate,Law,Multi-modal AI,28.1,46.96,70.6,60.13,71.77,53.76,64.56,58.71,63.18,58.99,54.99,58.42,45.26,69.27,53.18,Real-time language and cultural bridging,Skill atrophy in non-AI domains; Creativity homogenization,Stagnant / Moderate
4027,2062,Symbiotic Intelligence Age,Pessimistic,South Asia,Youth (18-25),Postgraduate,Engineering,Multi-modal AI,38.7,78.49,42.02,58.75,57.45,45.53,35.8,52.52,47.01,62.29,77.72,50.24,74.81,46.78,24.57,,Skill atrophy in non-AI domains; Algorithmic bias reinforcement,Cognitive Decline Risk
4028,2045,Post-Singularity Transition,Optimistic,Oceania,Senior (51-65),Undergraduate,Creative Arts,Analytical AI,12.6,41.43,66.52,67.95,70.43,73.24,58.09,75.63,65.87,76.52,67.38,63.97,33.18,64.39,65.93,Enhanced emotional regulation through AI coaching; Real-time language and cultural bridging; Accelerated innovation cycles,,Positive Growth
4029,2055,Cognitive Co-Evolution,Neutral,Africa,Elder (65+),Postgraduate,Technology,AGI-Adjacent Tools,33.7,52.55,61.94,52.5,72.67,62.92,56.11,78.08,65.09,65.4,61.62,58.68,57.28,59.22,42.25,Better data-driven decisions; Personalized learning pathways; Improved accessibility for disabled individuals,Existential anxiety from AI advancement; Job displacement anxiety,Stagnant / Moderate
4030,2046,Post-Singularity Transition,Pessimistic,South Asia,Young Adult (26-35),Secondary,Education,Multi-modal AI,34.9,59.44,66.5,39.63,75.81,58.97,45.56,51.49,69.57,44.1,60.72,51.52,58.73,51.44,26.78,Democratized access to expertise,Decreased self-confidence in decisions; Job displacement anxiety; Reduced independent thinking; Creativity homogenization,Cognitive Decline Risk
4031,2043,Post-Singularity Transition,Neutral,South Asia,Adult (36-50),Secondary,Education,Creative AI,11.6,36.51,63.97,63.86,53.08,69.58,69.21,68.15,70.69,69.16,46.21,65.64,57.09,63.18,48.69,Better data-driven decisions; Faster skill acquisition,Creativity homogenization,Stagnant / Moderate
4032,2070,Symbiotic Intelligence Age,Optimistic,Europe,Young Adult (26-35),Secondary,Unemployed/Retired,Full AGI Integration,34.2,75.36,91.64,84.8,83.56,80.04,84.05,87.34,69.46,79.28,82.42,83.42,75.29,95.9,67.81,Enhanced emotional regulation through AI coaching; Accelerated innovation cycles; Real-time language and cultural bridging; Democratized access to expertise,,Positive Growth
4033,2048,Post-Singularity Transition,Optimistic,Oceania,Elder (65+),Undergraduate,Business,Multi-modal AI,18.0,46.46,77.88,73.99,76.8,76.47,60.62,83.58,74.45,72.49,60.09,66.24,47.77,63.14,66.75,Personalized learning pathways; Augmented artistic expression; Improved creative brainstorming; Democratized access to expertise,Decreased self-confidence in decisions,Positive Growth
4034,2047,Post-Singularity Transition,Mixed,Europe,Youth (18-25),PhD/Research,Technology,Analytical AI,24.1,41.47,75.56,62.45,71.89,59.96,75.34,70.6,75.63,53.55,66.28,76.99,45.17,63.81,54.13,Improved accessibility for disabled individuals; Improved creative brainstorming; Broader knowledge access,Reduced risk-taking in innovation,Stagnant / Moderate
4035,2060,Cognitive Co-Evolution,Optimistic,South Asia,Adult (36-50),Undergraduate,Finance,Multi-modal AI,22.5,62.31,77.05,80.03,90.57,67.31,82.58,88.19,73.16,76.67,70.17,80.68,67.7,79.23,58.87,Reduced cognitive load on repetitive tasks; Better data-driven decisions; Faster skill acquisition; Broader knowledge access,Attention span deterioration; Decreased self-confidence in decisions,Positive Growth
4036,2048,Post-Singularity Transition,Mixed,South Asia,Youth (18-25),Primary,Finance,Analytical AI,19.8,36.49,75.05,62.96,69.63,64.05,72.89,61.61,78.08,62.43,59.76,69.3,35.34,67.63,42.89,Improved accessibility for disabled individuals; Personalized learning pathways,Privacy erosion through behavioral data,Stagnant / Moderate
4037,2064,Symbiotic Intelligence Age,Mixed,Europe,Elder (65+),Undergraduate,Skilled Trades,Full AGI Integration,32.8,70.91,58.99,69.67,46.42,52.0,60.64,52.44,57.39,79.3,62.9,67.3,65.74,56.53,45.7,Democratized access to expertise; Enhanced collaborative intelligence; Accelerated innovation cycles,Reduced independent thinking,Stagnant / Moderate
4038,2058,Cognitive Co-Evolution,Mixed,South Asia,Youth (18-25),Undergraduate,Entrepreneurship,Multi-modal AI,32.9,59.55,56.24,68.68,59.0,53.03,68.31,62.66,52.76,64.12,67.15,57.07,63.8,58.17,38.68,Enhanced emotional regulation through AI coaching; Improved mental health support tools; Enhanced research capabilities,Reduced physical-world problem solving; Decreased social bonding,Stagnant / Moderate
4039,2071,Symbiotic Intelligence Age,Neutral,North America,Elder (65+),Primary,Technology,Full AGI Integration,37.1,74.72,65.92,59.46,67.09,62.53,67.16,75.69,59.81,61.65,76.09,71.53,70.87,62.59,45.24,Reduced cognitive load on repetitive tasks,Memory atrophy from AI offloading,Stagnant / Moderate
4040,2031,AI-Augmented Society,Neutral,Africa,Senior (51-65),Secondary,Law,None,13.9,20.11,63.88,60.81,66.93,65.41,63.98,58.42,70.4,67.08,54.75,57.18,31.09,50.14,47.54,Enhanced emotional regulation through AI coaching; Greater scientific discovery rates,Memory atrophy from AI offloading; Algorithmic bias reinforcement; Skill atrophy in non-AI domains,Stagnant / Moderate
4041,2028,AI Mainstream Adoption,Mixed,East Asia,Youth (18-25),PhD/Research,Science & Research,None,16.8,23.19,65.14,57.19,70.94,71.31,32.32,64.37,80.29,60.02,51.5,70.09,40.35,55.54,49.59,Accelerated innovation cycles; Greater scientific discovery rates,Reduced tolerance for ambiguity; Reduced risk-taking in innovation; Privacy erosion through behavioral data,Stagnant / Moderate
4042,2066,Symbiotic Intelligence Age,Pessimistic,North America,Youth (18-25),Undergraduate,Unemployed/Retired,AGI-Adjacent Tools,40.7,86.22,45.72,51.33,49.11,38.84,48.15,49.37,36.72,48.74,75.36,39.64,82.75,53.14,27.29,Improved creative brainstorming; Broader knowledge access,Declining handwriting and manual skills; Creativity homogenization,Cognitive Decline Risk
4043,2052,Cognitive Co-Evolution,Pessimistic,Middle East,Youth (18-25),Postgraduate,Social Sciences,Creative AI,34.1,61.04,39.72,49.75,48.95,38.43,45.2,52.86,48.83,56.15,83.8,52.27,59.58,59.59,36.92,Faster medical diagnostics; Enhanced research capabilities,Polarization through AI echo chambers; Existential anxiety from AI advancement; Reduced physical-world problem solving,Cognitive Decline Risk
4044,2026,Early AI Integration,Neutral,Latin America,Adult (36-50),PhD/Research,Science & Research,None,5.0,14.37,61.91,62.88,60.5,67.77,57.58,58.72,76.32,64.68,60.76,53.66,25.08,56.81,46.74,Improved mental health support tools; Enhanced collaborative intelligence,Loss of deep reading habits; Reduced physical-world problem solving,Stagnant / Moderate
4045,2029,AI Mainstream Adoption,Pessimistic,Southeast Asia,Elder (65+),Secondary,Law,Basic Assistants,14.3,26.1,68.19,77.05,79.94,70.85,50.18,55.89,88.06,69.27,57.23,74.75,29.57,70.56,42.84,Improved creative brainstorming; Cross-domain creativity boosts,Skill atrophy in non-AI domains; Attention span deterioration; Creativity homogenization,Cognitive Decline Risk
4046,2060,Cognitive Co-Evolution,Pessimistic,Europe,Youth (18-25),Postgraduate,Science & Research,Analytical AI,33.2,70.84,45.68,45.37,55.48,53.07,42.63,35.81,57.94,60.95,67.34,41.61,75.67,56.31,23.77,Personalized learning pathways,Creativity homogenization; Reduced physical-world problem solving; Skill atrophy in non-AI domains; Memory atrophy from AI offloading,Cognitive Decline Risk
4047,2030,AI Mainstream Adoption,Pessimistic,Europe,Elder (65+),Secondary,Science & Research,None,16.5,26.98,63.11,66.33,61.19,67.42,43.47,56.75,81.41,66.76,60.28,63.37,33.81,55.43,43.04,Accelerated innovation cycles,Attention span deterioration; Polarization through AI echo chambers; Digital addiction patterns,Cognitive Decline Risk
4048,2049,Post-Singularity Transition,Neutral,Europe,Youth (18-25),Postgraduate,Skilled Trades,Creative AI,20.4,42.81,62.74,57.19,74.13,59.31,54.59,75.5,66.87,60.15,54.06,74.02,45.64,51.01,49.33,Broader knowledge access; Increased productivity for deep work,Reduced physical-world problem solving; Polarization through AI echo chambers,Stagnant / Moderate
4049,2041,Post-Singularity Transition,Mixed,North America,Youth (18-25),Undergraduate,Healthcare,Creative AI,12.0,26.02,68.92,53.1,65.68,65.22,36.27,55.4,66.35,64.9,51.73,68.66,25.36,60.53,40.34,Improved accessibility for disabled individuals; Broader knowledge access; Augmented artistic expression,Creativity homogenization,Stagnant / Moderate
4050,2072,Symbiotic Intelligence Age,Optimistic,Oceania,Elder (65+),Primary,Unemployed/Retired,AGI-Adjacent Tools,42.2,73.89,77.53,74.45,82.8,79.19,87.9,90.83,63.99,81.92,67.48,85.45,64.9,89.71,70.9,Enhanced collaborative intelligence; Improved mental health support tools,Skill atrophy in non-AI domains; Loss of deep reading habits,Positive Growth
4051,2064,Symbiotic Intelligence Age,Mixed,Middle East,Adult (36-50),PhD/Research,Technology,AGI-Adjacent Tools,39.3,66.69,55.49,60.54,64.79,48.41,66.34,54.29,62.54,75.24,65.98,65.02,68.0,61.36,34.73,Greater scientific discovery rates; Reduced cognitive load on repetitive tasks; Enhanced research capabilities,Memory atrophy from AI offloading,Stagnant / Moderate
4052,2061,Symbiotic Intelligence Age,Neutral,South Asia,Young Adult (26-35),Postgraduate,Unemployed/Retired,Full AGI Integration,28.1,61.08,73.64,58.12,79.27,69.06,63.38,75.01,57.91,56.35,79.73,64.77,63.99,55.0,38.42,Augmented artistic expression; Democratized access to expertise,Memory atrophy from AI offloading,Positive Growth
4053,2045,Post-Singularity Transition,Mixed,South Asia,Young Adult (26-35),Postgraduate,Entrepreneurship,Creative AI,22.9,37.19,75.6,68.75,71.99,51.26,34.7,64.03,77.47,72.21,56.82,56.92,31.69,55.56,43.8,Broader knowledge access,Creativity homogenization; Over-reliance on AI outputs,Stagnant / Moderate
4054,2075,Symbiotic Intelligence Age,Pessimistic,South Asia,Elder (65+),Primary,Engineering,Full AGI Integration,44.1,93.13,50.79,20.81,27.64,23.31,30.49,40.41,36.39,26.13,77.63,50.32,94.46,42.72,16.59,,Skill atrophy in non-AI domains; Over-reliance on AI outputs; Algorithmic bias reinforcement,Cognitive Decline Risk
4055,2034,AI-Augmented Society,Neutral,North America,Youth (18-25),Postgraduate,Social Sciences,None,7.3,23.91,61.2,62.26,70.42,64.44,61.05,61.15,82.07,67.86,56.51,64.36,38.67,63.95,49.59,Accelerated innovation cycles,Job displacement anxiety; Memory atrophy from AI offloading; Algorithmic bias reinforcement,Stagnant / Moderate
4056,2047,Post-Singularity Transition,Optimistic,Europe,Young Adult (26-35),Secondary,Unemployed/Retired,Creative AI,20.5,36.88,71.26,69.15,65.24,64.36,59.02,74.1,77.53,75.59,63.0,71.98,38.2,72.68,57.81,Faster medical diagnostics; Enhanced research capabilities; Cross-domain creativity boosts; Reduced cognitive load on repetitive tasks,,Positive Growth
4057,2041,Post-Singularity Transition,Mixed,Europe,Adult (36-50),Primary,Healthcare,Creative AI,14.1,33.21,64.25,68.12,56.79,55.8,43.62,49.46,75.77,59.27,61.45,70.9,32.98,57.81,52.54,Better data-driven decisions; Increased productivity for deep work,Polarization through AI echo chambers,Stagnant / Moderate
4058,2062,Symbiotic Intelligence Age,Optimistic,Europe,Young Adult (26-35),Undergraduate,Social Sciences,Full AGI Integration,36.7,64.58,57.26,82.78,77.09,80.58,83.37,77.02,66.45,75.51,76.08,71.51,80.63,84.37,61.43,Augmented artistic expression; Cross-domain creativity boosts; Better data-driven decisions,Loss of deep reading habits; Emotional detachment from AI mediation,Positive Growth
4059,2052,Cognitive Co-Evolution,Mixed,South Asia,Elder (65+),Primary,Creative Arts,Creative AI,23.8,52.23,67.67,58.48,69.93,61.63,21.36,64.24,67.38,64.57,63.66,69.77,46.47,67.8,38.8,Accelerated innovation cycles; Augmented artistic expression,Declining handwriting and manual skills; Reduced independent thinking; Privacy erosion through behavioral data,Stagnant / Moderate
4060,2030,AI Mainstream Adoption,Mixed,Europe,Senior (51-65),Primary,Engineering,None,11.7,32.1,69.32,44.7,53.45,74.41,62.08,64.07,76.19,74.91,60.13,59.23,40.52,71.53,50.82,Enhanced emotional regulation through AI coaching,Algorithmic bias reinforcement; Memory atrophy from AI offloading; Digital addiction patterns,Stagnant / Moderate
4061,2024,Early AI Integration,Pessimistic,Europe,Youth (18-25),Secondary,Technology,Basic Assistants,5.2,21.76,69.27,84.71,86.55,68.41,56.85,70.08,85.88,64.76,54.58,77.69,25.19,72.32,33.12,,Attention span deterioration; Decreased social bonding; Over-reliance on AI outputs; Skill atrophy in non-AI domains,Cognitive Decline Risk
4062,2041,Post-Singularity Transition,Optimistic,Oceania,Adult (36-50),Primary,Creative Arts,Creative AI,20.6,29.87,70.17,65.97,70.2,75.54,63.63,69.66,82.75,70.32,57.31,68.26,35.86,74.21,50.26,Increased productivity for deep work; Personalized learning pathways; Enhanced collaborative intelligence,Declining handwriting and manual skills,Positive Growth
4063,2042,Post-Singularity Transition,Neutral,Latin America,Senior (51-65),Secondary,Social Sciences,Basic Assistants,7.1,37.44,63.63,66.48,78.03,70.45,55.78,71.55,71.94,66.31,63.0,75.7,40.73,66.85,54.26,Enhanced emotional regulation through AI coaching; Better data-driven decisions; Enhanced collaborative intelligence,Reduced independent thinking; Existential anxiety from AI advancement; Reduced physical-world problem solving,Positive Growth
4064,2068,Symbiotic Intelligence Age,Optimistic,Southeast Asia,Young Adult (26-35),Primary,Skilled Trades,AGI-Adjacent Tools,36.4,70.06,78.78,77.38,81.56,74.47,80.35,84.14,68.61,81.88,68.4,79.58,79.87,84.99,59.91,Improved mental health support tools; Enhanced emotional regulation through AI coaching,,Positive Growth
4065,2075,Symbiotic Intelligence Age,Mixed,Middle East,Youth (18-25),Secondary,Technology,AGI-Adjacent Tools,36.1,78.78,71.42,61.54,47.16,49.17,38.23,39.41,53.21,68.48,73.47,71.82,79.98,55.77,48.45,Increased productivity for deep work; Cross-domain creativity boosts,Digital addiction patterns; Job displacement anxiety,Stagnant / Moderate
4066,2057,Cognitive Co-Evolution,Optimistic,North America,Young Adult (26-35),Secondary,Technology,AGI-Adjacent Tools,30.2,56.74,79.07,77.67,75.11,81.94,72.76,80.97,71.25,80.27,73.05,80.98,51.46,73.58,59.73,Faster skill acquisition; Improved creative brainstorming; Increased productivity for deep work,Skill atrophy in non-AI domains,Positive Growth
4067,2040,Deep AI Dependency Era,Optimistic,North America,Elder (65+),Primary,Technology,Basic Assistants,22.0,32.69,66.37,66.3,62.56,69.41,57.76,56.42,63.91,73.16,61.57,68.38,40.12,70.37,53.67,Personalized learning pathways; Improved mental health support tools; Improved accessibility for disabled individuals; Enhanced collaborative intelligence,,Positive Growth
4068,2061,Symbiotic Intelligence Age,Mixed,East Asia,Elder (65+),PhD/Research,Unemployed/Retired,AGI-Adjacent Tools,20.9,62.32,49.73,66.4,49.5,59.11,52.86,48.26,50.66,64.29,73.02,62.94,66.48,52.89,57.63,Cross-domain creativity boosts,Attention span deterioration; Memory atrophy from AI offloading; Digital addiction patterns,Stagnant / Moderate
4069,2028,AI Mainstream Adoption,Neutral,Europe,Elder (65+),Postgraduate,Science & Research,Basic Assistants,0,13.85,65.39,59.05,70.01,66.02,48.36,71.99,79.51,67.82,58.11,47.15,23.79,70.25,49.94,Enhanced research capabilities; Enhanced collaborative intelligence; Improved mental health support tools,Algorithmic bias reinforcement; Over-reliance on AI outputs; Reduced risk-taking in innovation,Positive Growth
4070,2072,Symbiotic Intelligence Age,Mixed,Latin America,Young Adult (26-35),Postgraduate,Entrepreneurship,AGI-Adjacent Tools,42.1,78.34,67.11,60.82,91.18,54.3,51.8,60.61,62.7,65.37,77.91,72.11,67.03,55.8,38.47,Improved creative brainstorming; Broader knowledge access,Job displacement anxiety,Stagnant / Moderate
4071,2025,Early AI Integration,Pessimistic,Middle East,Young Adult (26-35),Postgraduate,Creative Arts,Basic Assistants,11.0,30.46,86.39,70.32,63.06,74.28,43.99,69.94,85.0,65.95,64.59,71.31,37.59,56.6,59.41,,Reduced tolerance for ambiguity; Decreased self-confidence in decisions; Declining handwriting and manual skills,Cognitive Decline Risk
