Clothing_ID,Clothing_Name,Native_Name,Country,Region,Ethnic_Group,Garment_Type,Clothing_Category,Historical_Period,Primary_Fabric,Secondary_Fabric,Weaving_Technique,Embroidery_Type,Dominant_Colors,Occasion_Used,Religious_Significance,Traditional_Accessories,Climate_Adaptation,Cultural_Symbolism,Modern_Fashion_Influence,Endangered_Tradition_Status,Visual_Vibrancy_Score,Historical_Depth_Score
TG-09186,Nose Bone Robe,Nose Bone Robe,Papua New Guinea,Pacific Islands,Huli Wigmen,Wrap Skirt,Royal,Ottoman Era,Cassowary feathers,None,Shibori,,"White, Yellow, Red Clay",Battle Preparation,Maasai Engai sky god,Bird of paradise plumes,Cold Alpine,Huli Dindi Pongone spirit and masculine warrior display,Low,Endangered,9,10
TG-09187,Lavalava Wrap,N/A,Samoa,Pacific Islands,,Armor Suit,Outerwear,Contemporary,Cotton,N/A,Ikat,Goldwork couching,"White, Brown",Ava Ceremony,Unknown,Tapa cloth belt,Hot Desert,Samoan faasamoa custom and mana chiefly rank,High,Active,10,2
TG-09188,Warrior Dress,Warrior Dress,Fiji,Pacific Islands,iTaukei Fijian,Dance Costume,Religious,Pre-Contact-Present,Masi printed cloth,Cotton sulu,Jacquard loom,Masi geometric print,"Ochre, Black, White",Meke Dance,Maasai Engai sky god,Tapa wrap,Tropical Dry Savanna,Fijian vanua land connection and chiefly mana prestige,None,Endangered,6,9
TG-09189,Sulu Wrap Skirt,Sulu Wrap Skirt,Fiji,Pacific Islands,iTaukei Fijian,Loincloth,Innerwear,Pre-Contact-Present,Cotton sulu,Bark cloth tapa,Sprang,Beadwork,"White, Ochre, Brown",Wedding,Zoroastrian fire and purity,Tapa wrap,Subarctic,Fijian vanua land connection and chiefly mana prestige,None,Endangered,9,6
TG-09190,Tapa Masi Cloth,N/A,Fiji,Pacific Islands,iTaukei Fijian,Sarong,Tribal,Post-Colonial Modern,Pandanus,Cotton sulu,Tie-dye,Masi geometric print,"Ochre, White",Yaqona Ceremony,Islamic modesty and geometric pattern,Tapa wrap,Tropical Humid,Fijian vanua land connection and chiefly mana prestige,High,Extinct,1,1
TG-09191,Arnhem Land Wrap,Unknown,Australia,Pacific Islands,Yolngu Aboriginal,Sarong,Daily,Bronze Age,Animal hide,Unknown,Resist dyeing,Phulkari bagh stitch,"White, Black, Ochre",Dhupan Smoking Ceremony,Yoruba Orisha devotion,Feather crown,Tropical Humid,Yolngu Dreaming and clan moiety identity,Low,Active,3,5
TG-09192,Feather String Skirt,Feather String Skirt,Australia,Pacific Islands,Yolngu Aboriginal,Headdress,Footwear,Contemporary,Ochre-painted bark,None,Screen printing,Silk ribbon embroidery,"White, Ochre",Yolngu Bungul,Confucian social hierarchy,Ochre body paint,Island Maritime,Unknown,High,Active,2,2
TG-09193,Ceremonial Body Paint Robe,,Australia,Pacific Islands,Yolngu Aboriginal,Vest,Ritual,Classical Antiquity,Ochre-painted bark,None,Card weaving,Needle lace,"Ochre, Yellow, White",Yolngu Bungul,None,Bilma clapstick,Tropical Humid,N/A,None,Active,3,9
TG-09194,Bark Painting Body Wrap,N/A,Australia,Pacific Islands,Yolngu Aboriginal,Blouse,Ritual,Renaissance,Ochre-painted bark,,Felt pressing,Drawn thread,"White, Yellow, Black",N/A,None,Feather crown,Hot Desert,Yolngu Dreaming and clan moiety identity,,Active,4,5
TG-09195,Taovala Mat Skirt,,Tonga,Pacific Islands,Tongan,,Outerwear,Renaissance,Pandanus mat,Silk thread,Card weaving,Whitework,"Brown, Tan, White",Funeral,Australian Dreaming ancestors,Kava bowl,Island Maritime,Tongan anga faka-Tonga custom and noble tapu sacred rank,Medium,Active,10,5
TG-09196,Gat Hat,N/A,South Korea,East Asia,Joseon Korean,Tunic,Royal,Classical Antiquity,Ramie,None,Knotted pile,Cross-stitch,"Pink, White",Chuseok Harvest,Maasai Engai sky god,Binyeo pin,Tropical Dry Savanna,Confucian decorum and Joseon dynastic elegance,Medium,Active,8,7
TG-09197,Chima Skirt,,South Korea,East Asia,Joseon Korean,Festival Costume,Tribal,18th Century,Ramie,None,Inkle loom,None,"Pale Blue, White, Red",Coming-of-Age,N/A,Binyeo pin,Mountain Desert,Confucian decorum and Joseon dynastic elegance,Medium,Active,10,9
TG-09198,Mirror Work Odhani,Mirror Work Odhani,India,South Asia,Banjara,Veil,Outerwear,Qing Dynasty,Velvet,Embroidered fabric,Naalbinding,Mola reverse applique,"Gold, Brilliant Red, Cobalt Blue",Banjara Fair,None,Nose chain,Tropical Dry Savanna,Banjara nomadic trade route identity and goddess worship,None,Active,3,7
TG-09199,Beaded Crown,Unknown,India,South Asia,Naga,Saree,Ritual,Iron Age,Cane fiber,None,Block printing,Drawn thread,N/A,Warrior Feast,,Arm bands,Tropical Humid,Naga warrior head-taking tradition and clan feast of merit,Very High,Reviving,7,1
TG-09200,Warrior Kilt,Warrior Kilt,India,South Asia,Naga,Parka,Ceremonial,,Hand-woven cotton,Cotton lining,Batik wax resist,Mola reverse applique,"Black, Red, White",Agricultural Rite,Islamic modesty and geometric pattern,Arm bands,Mountain Desert,Naga warrior head-taking tradition and clan feast of merit,Very High,Extinct,9,3
TG-09201,Ceremonial Chest Piece,Ceremonial Chest Piece,India,South Asia,Naga,N/A,Royal,Pre-Contact-Present,Wool,None,Not Documented,Zardozi goldwork,"Red, Black",Morung Coming-of-Age,None,Hornbill feather headdress,Equatorial Rainforest,Naga warrior head-taking tradition and clan feast of merit,High,Extinct,9,3
TG-09202,Shawl of Merit,Shawl of Merit,India,South Asia,Naga,Jacket,Headwear,Qing Dynasty,Wool,Wool,Card weaving,Beadwork,"Red, Yellow",Warrior Feast,None,Leg bands,Hot Semi-Arid,Naga warrior head-taking tradition and clan feast of merit,Medium,Active,2,9
TG-09203,Buffalo Horn Headdress Robe,Buffalo Horn Headdress Robe,India,South Asia,Toda,Body Wrap,Daily,Post-Colonial Modern,,None,Twined weaving,Goldwork couching,"White, Natural",Wedding,Aztec solar deity,Unknown,Hot Desert,Toda sacred buffalo worship and Nilgiri hill identity,Low,Endangered,6,10
TG-09204,Ritual Wrap,Ritual Wrap,N/A,South Asia,Toda,Jacket,Outerwear,Pre-Columbian,Natural fiber,Wool,Toda warp face,Beadwork,"Red geometric, White",Buffalo Dairy Ritual,Shamanic world tree and axis mundi,Shell bracelet,Mediterranean,Toda sacred buffalo worship and Nilgiri hill identity,Low,Active,5,2
TG-09205,Putkuli Shawl,Unknown,India,South Asia,Toda,Trousers,Festival,Early 20th Century,Natural fiber,Wool,Mud cloth bogolanfini,Needle lace,"Black, White, Natural",Wedding,Islamic modesty and geometric pattern,Embroidered shawl,Mediterranean,Toda sacred buffalo worship and Nilgiri hill identity,Low,Extinct,4,5
TG-09206,Kandahari Hat,,Afghanistan,Middle East,Hazara,Sarong,Court,Classical Antiquity,Wool,None,Inkle loom,N/A,"Red, Gold, Indigo",Daily,Christian faith and saint veneration,Leather boots,Temperate Maritime,Hazara Shia identity and Silk Road highland heritage,High,Active,3,4
TG-09207,Embroidered Dress,Embroidered Dress,Afghanistan,Middle East,Hazara,Body Wrap,,Contemporary,Silk,,Resist dyeing,Whitework,"Green, Red, Indigo",Wedding,Andean Pachamama earth spirit,Silver headpiece,Arctic Tundra,Hazara Shia identity and Silk Road highland heritage,Low,Active,1,2
TG-09208,Chapan Coat,Chapan Coat,Afghanistan,Middle East,Hazara,Robe,Ceremonial,Timurid Era,Velvet,Velvet,Felt pressing,,"Gold, Green",Daily,None,Silver headpiece,Equatorial Rainforest,Hazara Shia identity and Silk Road highland heritage,None,Active,9,6
TG-09209,,Thob Embroidered Dress,Jordan,Middle East,Bedouin,Cloak,Court,Contemporary,Linen,Cotton,Floor loom,Kantha running stitch,"Gold, Red, White",Wedding,None,Amber necklace,Continental Steppe,Bedouin desert hospitality honor and tribal sharaf identity,Low,Active,7,5
TG-09210,Fallahi Village Dress,Fallahi Village Dress,Palestine,Middle East,Palestinian,Kilt,Warrior,N/A,Silk,None,Shibori,N/A,"White, Black",Wedding,None,Coin veil,Equatorial Rainforest,Palestinian tatreez embroidery as national memory and resistance,Low,N/A,8,5
TG-09211,Janbiya Belt Outfit,Janbiya Belt Outfit,Yemen,Middle East,Yemeni,Bridal Ensemble,Daily,Early Modern 1400-1700,Brocade,,Screen printing,Cross-stitch,"Gold, Crimson",Wedding,Taoist cosmic balance,Gold headpiece,Island Maritime,Yemeni Sabaean ancient kingdom heritage and Sufi devotion,Low,Active,10,3
TG-09212,Sitara Veil,Sitara Veil,Yemen,Middle East,Yemeni,Festival Costume,Headwear,Post-Colonial Modern,Satin,Cotton lining,,Needle lace,"Crimson, Gold, Indigo",Sama Sufi Gathering,Islam-Sufi,Janbiya dagger,Subtropical Monsoon,Yemeni Sabaean ancient kingdom heritage and Sufi devotion,None,Active,8,6
TG-09213,Chokha Coat,Chokha Coat,Georgia,Europe,Georgian,Parka,Court,Pre-Columbian,Brocade,Wool,Drawloom,Goldwork couching,"Ivory, Crimson",Easter,Islamic modesty and geometric pattern,Wine drinking horn,,Georgian Orthodox faith and ancient Kartvelian warrior heritage,Low,Endangered,3,2
TG-09214,Akhalukhi Tunic,Akhalukhi Tunic,Georgia,Europe,Georgian,Vest,Bridal,Post-Colonial Modern,Brocade,Brocade,Tablet weaving,Hardanger embroidery,N/A,Alaverdoba Festival,Christian faith and saint veneration,Silver belt,Cold Alpine,Georgian Orthodox faith and ancient Kartvelian warrior heritage,Medium,Endangered,2,8
TG-09215,Lekuri Dance Dress,Lekuri Dance Dress,Georgia,Europe,Georgian,Headdress,Outerwear,Silk Road Era,Velvet,Silk thread,Resist dyeing,Shadow work,"Black, Ivory",Royal Court,Shinto nature kami,Wine drinking horn,Tropical Highland,Georgian Orthodox faith and ancient Kartvelian warrior heritage,None,Active,9,7
TG-09216,Kaba Gown,Kaba Gown,Georgia,Europe,Georgian,Not Documented,Court,Unknown,Silk,N/A,Plain weave,Mola reverse applique,"Cobalt Blue, Ivory, Black",Wedding,Shinto nature kami,Headscarf,Temperate Maritime,Georgian Orthodox faith and ancient Kartvelian warrior heritage,None,Active,9,1
TG-09217,Embroidered Apron,Embroidered Apron,Armenia,Europe,Armenian,Kilt,Festival,Ottoman Era,Silk,Wool,Unknown,,"Dark Blue, Gold",Easter,Andean Pachamama earth spirit,Silver cross pendant,Subarctic,Armenian apostolic faith and ancient Urartu highland heritage,Low,Extinct,2,2
TG-09218,Kurta,N/A,Tajikistan,Central Asia,Tajik,Dance Costume,Ceremonial,Enlightenment Era,Brocade,Not Documented,Sprang,Smocking,"Emerald, Gold, Crimson",Eid,Hindu cosmic order and divine kingship,Silver necklace,High Altitude Cold,Tajik Persian literary heritage and Silk Road artisan identity,Low,Endangered,3,8
TG-09219,Doppi Cap,Doppi Cap,Tajikistan,Central Asia,Tajik,Loincloth,Warrior,Contemporary,Ikat silk,Cotton lining,Ndop resist,Aari hook stitch,"Crimson, Gold",Navruz,None,Unknown,Cold Alpine,Tajik Persian literary heritage and Silk Road artisan identity,Low,Endangered,9,3
TG-09220,Embroidered Jacket,Not Documented,Tajikistan,Central Asia,Tajik,Armor Suit,Festival,Medieval 1000-1400 CE,Ikat silk,,Drawloom,Crewelwork,"Gold, Navy, Crimson",Daily,None,Embroidered belt,Cold Alpine,Tajik Persian literary heritage and Silk Road artisan identity,Medium,Extinct,10,5
TG-09221,Ichigi Boots Outfit,Ichigi Boots Outfit,Kyrgyzstan,Central Asia,Kyrgyz,Jacket,Outerwear,Baroque,Silk,Silk thread,Narrow strip loom,None,"Black, White",Manas Epic Festival,Shinto nature kami,Silver earrings,Equatorial Rainforest,Kyrgyz Epic of Manas nomadic heroism and Tengrism heritage,None,Reviving,5,5
TG-09222,Kalpak Felt Hat,Kalpak Felt Hat,Kyrgyzstan,Central Asia,Kyrgyz,Dance Costume,Outerwear,Qing Dynasty,Cotton,Wool,Tie-dye,Shadow work,"White, Gold, Red",Manas Epic Festival,Buddhist merit and dharma symbolism,N/A,Hot Semi-Arid,Kyrgyz Epic of Manas nomadic heroism and Tengrism heritage,,Active,7,6
TG-09223,Kurte Dress,Kurte Dress,Turkmenistan,Central Asia,Turkmen,Shirt,Outerwear,Classical Antiquity,Wool,Wool,Kente strip loom,Crewelwork,"Dark Red, Black, Gold",Nowruz,Shinto nature kami,Silver bracelet,Subtropical Monsoon,Not Documented,Low,Active,8,3
TG-09224,Kelagayi Silk Scarf,Kelagayi Silk Scarf,Azerbaijan,Middle East,Azerbaijani,Saree,Ritual,Bronze Age,Cotton,None,Tie-dye,Unknown,"Emerald, Indigo",Eid,Islamic modesty and geometric pattern,Gold earrings,Mediterranean,Azerbaijani Zoroastrian fire heritage and Safavid court culture,High,Active,1,6
TG-09225,Inyoka Neck Rings Outfit,,Zimbabwe,Southern Africa,Ndebele,Cloak,Tribal,Baroque,Beaded cotton,Brass rings,Tablet weaving,Phulkari bagh stitch,"Red, Black",Coming-of-Age,Buddhist merit and dharma symbolism,Isigolwani beaded collar,Mountain Desert,Ndebele geometric mural art and female identity marking,Very High,Active,3,4
TG-09226,Isiphephetu Costume,,Zimbabwe,Southern Africa,Ndebele,Crown,Court,Enlightenment Era,Not Documented,Brass rings,Resist dyeing,None,"Red, White, Geometric multicolor",Royal Ceremony,Taoist cosmic balance,Isigolwani beaded collar,Unknown,Ndebele geometric mural art and female identity marking,High,Endangered,10,10
TG-09227,Togo Weave Robe,Unknown,Burkina Faso,West Africa,Mossi,Vest,Festival,Viking Age,Wax print,Silk thread,Screen printing,Cutwork,"Red, White",Wedding,Zoroastrian fire and purity,Fugu smock,Hot Semi-Arid,N/A,Low,Extinct,8,2
TG-09228,Chiefs Boubou,Chiefs Boubou,Burkina Faso,West Africa,Mossi,,Royal,Qing Dynasty,Silk,Wax print,Card weaving,Kantha running stitch,"Gold, White",Wedding,Maya Ixchel moon goddess,Calabash,Equatorial Rainforest,Mossi naaba chieftaincy and Burkina artisan weaving heritage,Low,Endangered,8,4
TG-09229,Fugu Smock,Fugu Smock,Burkina Faso,West Africa,Mossi,Dance Costume,Ritual,Meiji Period,Silk,None,Narrow strip loom,Blackwork,"Red, Gold, Brown Earth",Harvest,Hindu cosmic order and divine kingship,Not Documented,Cold Alpine,Mossi naaba chieftaincy and Burkina artisan weaving heritage,Medium,Reviving,10,5
TG-09230,Lamba Silk Wrap,Not Documented,Madagascar,East Africa,Merina,Shawl,Accessory,Baroque,Wild silk,None,Sprang,Needle lace,"Cream, White",Famadihana Turning of Bones,N/A,Cattle horn amulet,,Merina Highland royalty and Famadihana ancestor veneration,None,Active,5,10
TG-09231,Loincloth Kitamby,Loincloth Kitamby,Madagascar,East Africa,Merina,Bridal Ensemble,Outerwear,Bronze Age,Cotton,None,Resist dyeing,Beadwork,"Cream, Natural tan",Daily,Aztec solar deity,Cattle horn amulet,Continental Steppe,Merina Highland royalty and Famadihana ancestor veneration,Low,Reviving,5,8
TG-09232,Antaimoro Woven Dress,Antaimoro Woven Dress,Madagascar,East Africa,Merina,Ritual Costume,Ritual,Mughal Period,Wild silk,Wild silk,Plain weave,None,"Natural tan, White",Royal Ceremony,Shamanic world tree and axis mundi,Silver crown,Mediterranean,Merina Highland royalty and Famadihana ancestor veneration,Medium,Active,6,9
TG-09233,Mokorotlo Conical Hat,Mokorotlo Conical Hat,Lesotho,Southern Africa,Basotho,Jacket,Warrior,Post-Colonial Modern,Mohair,Mohair,Shibori,Phulkari bagh stitch,"Brown, Red",Daily Highland Wear,Zoroastrian fire and purity,Mokorotlo hat,Island Maritime,Basotho mountain independence and Lesotho national blanket identity,Low,Endangered,6,8
TG-09234,Seanamarena Blanket,Seanamarena Blanket,Lesotho,Southern Africa,Basotho,Ceremonial Robe,Royal,Medieval 1000-1400 CE,Cotton,None,N/A,Unknown,"Brown, Cream, Multicolor geometric",Initiation School,Buddhist merit and dharma symbolism,Horse riding whip,Tropical Dry Savanna,Basotho mountain independence and Lesotho national blanket identity,N/A,Active,10,10
TG-09235,Zuria Dress,Zuria Dress,Eritrea,East Africa,Tigrinya,Zuria Warrior Attire,Headwear,Renaissance,Silk,Silk,Brocade,Crewelwork,"Gold, Red border, Green",Timkat,Aztec solar deity,Silver cross,Subtropical Monsoon,Tigrinya Axumite heritage and Red Sea trade identity,,Endangered,4,9
TG-09236,Mahabub Veil,Mahabub Veil,Eritrea,East Africa,Tigrinya,Veil,Court,Iron Age,Cotton,None,Supplementary weft,,"Gold, White, Green",Timkat,Islamic modesty and geometric pattern,Tibeb scarf,Hot Arid Coast,Tigrinya Axumite heritage and Red Sea trade identity,High,Endangered,5,9
TG-09237,Habesha Kemis,Habesha Kemis,Eritrea,East Africa,Tigrinya,Habesha Crown,Outerwear,,Woven linen,None,Kente strip loom,Zardozi goldwork,"White, Gold, Green",Wedding,Shinto nature kami,Silver cross,Temperate Maritime,Tigrinya Axumite heritage and Red Sea trade identity,High,Active,6,3
TG-09238,Guntiino Wrap,Guntiino Wrap,Somalia,East Africa,Somali,Crown,Innerwear,Early 20th Century,Satin,Chiffon,Not Documented,Aari hook stitch,"Multicolor floral, White",Daily,Shamanic world tree and axis mundi,Gold diric brooch,Cold Alpine,Somali camel herding heritage and ancient Indian Ocean trade,Medium,Extinct,1,5
TG-09239,Not Documented,Intore Dance Costume,Rwanda,Central Africa,Rwandan,Sarong,Warrior,Post-Colonial Modern,Wax print,Cotton lining,Tapestry weave,Reverse applique,"Gold, White",Independence Day,Taoist cosmic balance,Bead necklace,Tropical Dry Savanna,Rwandan ubwenge wisdom and Imana divine heritage,None,Active,5,5
TG-09240,Agaseke Basket Dress,N/A,Rwanda,Central Africa,Rwandan,Body Wrap,Innerwear,Mughal Period,Wax print,Cotton,Sprang,None,"Multicolor, Green",Umuganura Harvest,Islamic modesty and geometric pattern,Agaseke coil basket,Arctic Tundra,Rwandan ubwenge wisdom and Imana divine heritage,High,Active,3,1
TG-09241,Beaded Apron,,Botswana,Southern Africa,San Bushmen,Cloak,Festival,Early 20th Century,Ostrich eggshell,None,Tie-dye,Needle lace,"Ochre, White, Red",Hunting Season,Buddhist merit and dharma symbolism,,Tropical Humid,San Bushmen First People Kalahari and trance healing dance,None,Active,10,3
TG-09242,Ostrich Shell Robe,Ostrich Shell Robe,Botswana,Southern Africa,San Bushmen,Saree,Footwear,Unknown,Plant fiber,Animal hide,Block printing,Smocking,"White, Ochre, Tan",Rain Ceremony,Islamic modesty and geometric pattern,Face paint,Arctic Tundra,San Bushmen First People Kalahari and trance healing dance,None,Active,4,3
TG-09243,Hunting Cape,Hunting Cape,Botswana,Southern Africa,San Bushmen,Scarf,Religious,Post-Colonial Modern,Ostrich eggshell,Plant fiber,Knotted pile,Ostrich shell bead,"Ochre, Tan",Rain Ceremony,Andean Pachamama earth spirit,Ostrich shell necklace,Hot Semi-Arid,Not Documented,None,Active,9,8
TG-09244,Headdress Ekori,Headdress Ekori,Namibia,Southern Africa,Herero,Kaftan,Ceremonial,Colonial Era-Present,Wool,Velvet,Plain weave,Not Documented,"Victorian pastels, Navy, White",Herero Day August 26,Taoist cosmic balance,Victorian brooch,Island Maritime,Herero resistance identity and Victorian-colonial fusion heritage,High,Reviving,6,2
TG-09245,Cape Dress,Cape Dress,Namibia,Southern Africa,Herero,Vest,Accessory,Colonial Era 1500-1900,Printed fabric,None,Drawloom,Hardanger embroidery,"Navy, White",Funeral,,Ekori cow horn hat,,Herero resistance identity and Victorian-colonial fusion heritage,Very High,Reviving,8,8
TG-09246,Matching Fabric Outfit,,Namibia,Southern Africa,Herero,Wrap Skirt,Royal,Victorian,Cotton,Cotton lining,Floor loom,None,"White, Bright solids",Wedding,None,Ekori cow horn hat,Hot Desert,Herero resistance identity and Victorian-colonial fusion heritage,Low,Endangered,8,8
TG-09247,Victorian Dress Otjikaiva,Not Documented,Namibia,Southern Africa,Herero,Ceremonial Robe,,Qing Dynasty,Printed fabric,Wool,Naalbinding,Crewelwork,"Navy, Victorian pastels, White",Funeral,,Fabric belt,Continental Steppe,Herero resistance identity and Victorian-colonial fusion heritage,None,Extinct,8,7
TG-09248,Kanzu White Robe,,Uganda,East Africa,Baganda,Body Wrap,Court,Victorian,Silk,Silk thread,Brocade,Blackwork,"Gold, Brown bark",Wedding,Hindu cosmic order and divine kingship,Beaded belt,Subtropical Monsoon,Buganda Kingdom hierarchy and Kintu founding myth identity,Low,Endangered,5,3
TG-09249,Sash of Rank,Sash of Rank,Uganda,East Africa,Baganda,Gown,Warrior,Classical Antiquity,Silk,Unknown,Card weaving,Blackwork,"Gomesi prints, White",Kabaka Kings Court,N/A,Crown,Mediterranean,Buganda Kingdom hierarchy and Kintu founding myth identity,Very High,Endangered,7,10
TG-09250,Bandhani Saree,Bandhani Saree,India,South Asia,Rajput,Gown,Ceremonial,Viking Age,Chanderi,Cotton lining,Tablet weaving,Whitework,"Gold, Ivory, Saffron",Festival,Andean Pachamama earth spirit,Kundan Necklace,Tropical Highland,Royal lineage and clan identity,,Active,9,4
TG-09251,Veshti,Veshti,India,South Asia,Tamil Brahmin,Warrior Attire,Footwear,Classical Antiquity,Tissue Silk,Pure Silk,Twill,Satin stitch,"Temple Gold, Red",Temple Ritual,Hindu cosmic order and divine kingship,Pottu,Tropical Highland,Vedic ritual purity and auspiciousness,High,Extinct,4,2
