id,name,org,family,release_date,architecture,param_count_b,context_length,is_open_source,is_multimodal,supports_function_calling,license,hf_model_id,tags,is_multimodal_or
unslothai/aws,nvidia/Gemma-4-26B-A4B-NVFP4,opensearch-project,Qwen,2024-01-18 21:00:44+00:00,transformer,6.976509720499461,131072.0,True,False,False,apache-2.0,Qwen/Qwen3-14B-AWQ,"['sentence-transformers', 'pytorch', 'safetensors', 'distilbert', 'fill-mask', 'learned sparse', 'opensearch', 'transformers', 'retrieval', 'passage-retrieval', 'document-expansion', 'bag-of-words', 'sparse-encoder', 'sparse', 'asymmetric', 'inference-free', 'splade', 'feature-extraction', 'en', 'license:apache-2.0', 'text-embeddings-inference', 'endpoints_compatible', 'region:us']",False
Qwen/Qwen2.5-3B-Instruct,Qwen/Qwen2.5-1.5B-Instruct-AWQ,Qwen,Qwen,2025-07-04 15:21:58+00:00,transformer,6.31199446514378,131072.0,True,False,False,apache-2.0,voyageai/voyage-4-nano,"['transformers', 'pytorch', 'jax', 'bert', 'feature-extraction', 'ru', 'endpoints_compatible', 'deploy:azure', 'region:us']",False
zeroentropy/zembed-1-embedding,meta-llama/Meta-Llama-3-8B,unslothai,Qwen,2024-03-31 16:37:59+00:00,transformer,0.5,131072.0,True,False,False,mit,nvidia/NVIDIA-Nemotron-3-Super-120B-A12B-NVFP4,"['sentence-transformers', 'onnx', 'safetensors', 'bert', 'feature-extraction', 'mteb', 'transformers.js', 'transformers', 'en', 'license:apache-2.0', 'model-index', 'text-embeddings-inference', 'endpoints_compatible', 'region:us']",False
Qwen/Qwen2.5-0.5B,deepseek-ai/DeepSeek-V2-Lite-Chat,zai-org,Qwen,2024-03-13 15:10:07+00:00,transformer,7.494949537017227,131072.0,True,False,False,apache-2.0,unslothai/lambda,"['transformers', 'safetensors', 'llama', 'text-generation', 'facebook', 'meta', 'pytorch', 'llama-3', 'en', 'de', 'fr', 'it', 'pt', 'hi', 'es', 'th', 'license:llama3.2', 'text-generation-inference', 'endpoints_compatible', 'region:us']",False
RedHatAI/Llama-3.2-1B-Instruct-FP8,nm-testing/SmolLM-1.7B-Instruct-quantized.w4a16,microsoft,GPT,2025-04-27 03:43:05+00:00,transformer,7.220989204134629,131072.0,True,False,False,apache-2.0,Qwen/Qwen2-0.5B-Instruct,"['transformers', 'safetensors', 'gemma3_text', 'text-generation', 'gemma3', 'gemma', 'google', 'license:gemma', 'text-generation-inference', 'endpoints_compatible', 'region:us']",False
GPTCache/paraphrase-albert-small-v2,nlpai-lab/KURE-v1,jinaai,Qwen,2025-04-27 03:41:29+00:00,transformer,6.8583205991262535,131072.0,True,False,False,apple-amlr,google/t5gemma-s-s-prefixlm,"['transformers', 'safetensors', 'qwen2', 'text-generation', 'chat', 'conversational', 'en', 'base_model:Qwen/Qwen2.5-7B', 'base_model:finetune:Qwen/Qwen2.5-7B', 'license:apache-2.0', 'text-generation-inference', 'endpoints_compatible', 'deploy:azure', 'region:us']",False
meta-llama/Llama-3.2-1B,farbodtavakkoli/OTel-Embedding-109M,BAAI,Qwen,2025-04-27 03:52:59+00:00,transformer,5.307196275024109,131072.0,True,False,False,apache-2.0,llamafactory/tiny-random-Llama-3,"['transformers', 'safetensors', 'deepseek_v4', 'text-generation', 'conversational', 'license:mit', 'eval-results', 'endpoints_compatible', '8-bit', 'fp8', 'region:us']",False
intfloat/multilingual-e5-large,Qwen/Qwen2.5-Coder-14B-Instruct-AWQ,meta-llama,Qwen,2025-07-28 07:31:27+00:00,transformer,28.39608657743346,131072.0,True,False,False,apache-2.0,BAAI/bge-base-en,"['sentence-transformers', 'onnx', 'safetensors', 'openvino', 'bert', 'feature-extraction', 'mteb', 'sentence_embedding', 'feature_extraction', 'transformers', 'transformers.js', 'en', 'license:mit', 'model-index', 'text-embeddings-inference', 'endpoints_compatible', 'region:us', 'deploy:azure']",False
dmis-lab/biobert-v1.1,relik-ie/encoder-e5-small-v2-wikipedia-relations,ibm-research,GPT,2024-09-17 14:08:52+00:00,transformer,6.541019882870329,131072.0,True,False,False,apache-2.0,meta-llama/Llama-3.1-8B,"['sentence-transformers', 'pytorch', 'onnx', 'safetensors', 'bert', 'feature-extraction', 'sentence-similarity', 'transformers', 'mteb', 'en', 'license:mit', 'model-index', 'text-embeddings-inference', 'endpoints_compatible', 'deploy:azure', 'region:us']",False
openai-community/gpt2,deepseek-ai/DeepSeek-V2-Lite-Chat,IAMJB,GPT,2022-03-02 23:29:05+00:00,transformer,7.346154385752181,131072.0,True,False,False,mit,datajuicer/LLaMA-1B-dj-refine-150B,"['transformers', 'safetensors', 'qwen2', 'text-generation', 'chat', 'conversational', 'en', 'base_model:Qwen/Qwen2.5-7B-Instruct', 'base_model:quantized:Qwen/Qwen2.5-7B-Instruct', 'license:apache-2.0', 'text-generation-inference', 'endpoints_compatible', '4-bit', 'awq', 'region:us']",False
ai-forever/ru-en-RoSBERTa,meta-llama/Meta-Llama-3-8B,BAAI,Qwen,2026-04-02 16:47:30+00:00,transformer,11.922025944904107,131072.0,True,False,False,other,google/gemma-3-270m,"['transformers', 'safetensors', 'qwen2', 'text-generation', 'chat', 'conversational', 'en', 'base_model:Qwen/Qwen2.5-14B', 'base_model:finetune:Qwen/Qwen2.5-14B', 'license:apache-2.0', 'text-generation-inference', 'endpoints_compatible', 'deploy:azure', 'region:us']",False
Qwen/Qwen3-14B-AWQ,mixedbread-ai/mxbai-embed-large-v1,ncbi,OPT,2023-05-09 03:40:39+00:00,transformer,6.622047493986733,131072.0,True,False,False,mit,Qwen/Qwen2-1.5B-Instruct,"['transformers', 'safetensors', 'nemotron_h', 'text-generation', 'nvidia', 'pytorch', 'conversational', 'custom_code', 'en', 'es', 'fr', 'de', 'ja', 'it', 'dataset:nvidia/Nemotron-Pretraining-Code-v1', 'dataset:nvidia/Nemotron-CC-v2', 'dataset:nvidia/Nemotron-Pretraining-SFT-v1', 'dataset:nvidia/Nemotron-CC-Math-v1', 'dataset:nvidia/Nemotron-Pretraining-Code-v2', 'dataset:nvidia/Nemotron-Pretraining-Specialized-v1', 'dataset:nvidia/Nemotron-CC-v2.1', 'dataset:nvidia/Nemotron-CC-Code-v1', 'dataset:nvidia/Nemotron-Pretraining-Dataset-sample', 'dataset:nvidia/Nemotron-Competitive-Programming-v1', 'dataset:nvidia/Nemotron-Math-v2', 'dataset:nvidia/Nemotron-Agentic-v1', 'dataset:nvidia/Nemotron-Math-Proofs-v1', 'dataset:nvidia/Nemotron-Instruction-Following-Chat-v1', 'dataset:nvidia/Nemotron-Science-v1', 'dataset:nvidia/Nemotron-3-Nano-RL-Training-Blend', 'base_model:nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16', 'base_model:quantized:nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16', 'license:other', 'eval-results', 'endpoints_compatible', 'region:us']",False
mixedbread-ai/mxbai-embed-large-v1,Qwen/Qwen3-30B-A3B,Qwen,Llama,2023-10-03 11:01:00+00:00,transformer,6.601991823494527,131072.0,True,False,False,other,distilbert/distilgpt2,"['transformers', 'safetensors', 'deepseek_v4', 'text-generation', 'conversational', 'license:mit', 'eval-results', 'endpoints_compatible', '8-bit', 'fp8', 'region:us']",False
Qwen/Qwen2.5-7B-Instruct,RedHatAI/Llama-3.2-1B-Instruct-FP8,princeton-nlp,Qwen,2024-12-25 12:52:23+00:00,transformer,2.1500181247961283,131072.0,True,False,False,apache-2.0,intfloat/multilingual-e5-large,"['transformers', 'safetensors', 'llama', 'feature-extraction', 'endpoints_compatible', 'region:us']",False
Qwen/Qwen3-14B-AWQ,laion/clap-htsat-unfused,Qwen,Qwen,2025-07-21 21:33:03+00:00,transformer,6.708802938963425,131072.0,True,False,False,other,unslothai/lambda,"['safetensors', 'llama', 'fp8', 'vllm', 'text-generation', 'conversational', 'en', 'de', 'fr', 'it', 'pt', 'hi', 'es', 'th', 'base_model:meta-llama/Llama-3.2-1B-Instruct', 'base_model:quantized:meta-llama/Llama-3.2-1B-Instruct', 'license:llama3.2', 'compressed-tensors', 'region:us']",False
farbodtavakkoli/OTel-Embedding-109M,unsloth/Qwen3-Coder-Next-GGUF,EleutherAI,Qwen,2024-07-07 16:49:02+00:00,transformer,7.289659607256516,131072.0,True,False,False,other,nvidia/DeepSeek-R1-0528-NVFP4-v2,"['transformers', 'safetensors', 'nemotron_h', 'text-generation', 'nvidia', 'pytorch', 'conversational', 'custom_code', 'en', 'es', 'fr', 'de', 'ja', 'it', 'dataset:nvidia/Nemotron-Pretraining-Code-v1', 'dataset:nvidia/Nemotron-CC-v2', 'dataset:nvidia/Nemotron-Pretraining-SFT-v1', 'dataset:nvidia/Nemotron-CC-Math-v1', 'dataset:nvidia/Nemotron-Pretraining-Code-v2', 'dataset:nvidia/Nemotron-Pretraining-Specialized-v1', 'dataset:nvidia/Nemotron-CC-v2.1', 'dataset:nvidia/Nemotron-CC-Code-v1', 'dataset:nvidia/Nemotron-Pretraining-Dataset-sample', 'dataset:nvidia/Nemotron-Competitive-Programming-v1', 'dataset:nvidia/Nemotron-Math-v2', 'dataset:nvidia/Nemotron-Agentic-v1', 'dataset:nvidia/Nemotron-Math-Proofs-v1', 'dataset:nvidia/Nemotron-Instruction-Following-Chat-v1', 'dataset:nvidia/Nemotron-Science-v1', 'dataset:nvidia/Nemotron-3-Nano-RL-Training-Blend', 'base_model:nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16', 'base_model:quantized:nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16', 'license:other', 'eval-results', 'endpoints_compatible', 'region:us']",False
danielheinz/e5-base-sts-en-de,dmis-lab/biobert-v1.1,zai-org,Qwen,2025-07-31 07:04:55+00:00,transformer,7.106834633240408,131072.0,True,False,False,other,WhereIsAI/UAE-Large-V1,"['sentence-transformers', 'pytorch', 'onnx', 'safetensors', 'bert', 'fill-mask', 'feature-extraction', 'sentence-similarity', 'mteb', 'transformers', 'transformers.js', 'custom_code', 'en', 'dataset:allenai/c4', 'license:apache-2.0', 'text-embeddings-inference', 'region:eu']",False
deepseek-ai/DeepSeek-V4-Flash,cambridgeltl/SapBERT-from-PubMedBERT-fulltext-mean-token,Qwen,Qwen,2024-07-17 07:51:35+00:00,transformer,5.388624544404815,131072.0,True,False,False,llama3.2,BAAI/bge-large-zh-v1.5,"['transformers', 'pytorch', 'tf', 'convbert', 'feature-extraction', 'endpoints_compatible', 'deploy:azure', 'region:us']",False
OrdalieTech/Solon-embeddings-large-0.1,princeton-nlp/sup-simcse-roberta-base,Qwen,Qwen,2023-10-30 18:17:08+00:00,transformer,1.0810052234575158,131072.0,True,False,False,llama3,mixedbread-ai/deepset-mxbai-embed-de-large-v1,"['transformers', 'pytorch', 'tf', 'jax', 'rust', 'roberta', 'feature-extraction', 'endpoints_compatible', 'deploy:azure', 'region:us']",False
jinaai/jina-clip-v2,DeepPavlov/rubert-base-cased,Qwen,Qwen,2023-06-30 07:38:19+00:00,transformer,7.162907210548363,131072.0,True,False,False,other,ai-forever/ru-en-RoSBERTa,"['transformers', 'safetensors', 'qwen3_moe', 'text-generation', 'conversational', 'license:apache-2.0', 'eval-results', 'endpoints_compatible', 'deploy:azure', 'region:us']",False
trl-internal-testing/tiny-Qwen2ForCausalLM-2.5,Qwen/Qwen3-30B-A3B-Instruct-2507,facebook,Llama,2025-05-03 03:20:49+00:00,transformer,7.384410258296423,131072.0,True,False,False,llama3.1,nvidia/llama-nemotron-embed-1b-v2,"['transformers', 'safetensors', 'h2ovl_chat', 'feature-extraction', 'gpt', 'llm', 'multimodal large language model', 'ocr', 'text-generation', 'conversational', 'custom_code', 'en', 'license:apache-2.0', 'region:us']",False
nvidia/NVIDIA-Nemotron-3-Super-120B-A12B-NVFP4,dphn/dolphin-2.9.1-yi-1.5-34b,binedge,Qwen,2025-02-19 01:00:58+00:00,transformer,9.969465225772417,131072.0,True,False,False,llama3.3,Qwen/Qwen2.5-3B-Instruct,"['transformers', 'safetensors', 'qwen3_vl_moe', 'image-text-to-text', 'AWQ', 'vLLM', 'text-generation', 'conversational', 'base_model:Qwen/Qwen3-VL-30B-A3B-Instruct', 'base_model:quantized:Qwen/Qwen3-VL-30B-A3B-Instruct', 'license:apache-2.0', 'endpoints_compatible', '4-bit', 'awq', 'region:us']",False
moonshotai/Kimi-K2-Instruct-0905,Qwen/Qwen2.5-72B-Instruct-AWQ,Qwen,Pythia,2023-10-24 22:55:47+00:00,transformer,5.423757968021604,131072.0,True,False,False,apache-2.0,Qwen/Qwen3-30B-A3B,"['safetensors', 'qwen2', 'chat', 'neuralmagic', 'llmcompressor', 'text-generation', 'conversational', 'en', 'base_model:Qwen/Qwen2.5-1.5B', 'base_model:quantized:Qwen/Qwen2.5-1.5B', 'license:apache-2.0', '8-bit', 'compressed-tensors', 'region:us']",False
Qwen/Qwen2.5-0.5B-Instruct,nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16,Qwen,DeepSeek,2025-04-27 03:52:59+00:00,transformer,8.304410764044212,131072.0,True,False,False,other,TheBloke/TinyLlama-1.1B-Chat-v0.3-GPTQ,"['transformers', 'safetensors', 'qwen3', 'feature-extraction', 'fp8', 'compressed-tensors', 'llm-compressor', 'quantized', 'text-embeddings', 'sentence-similarity', 'base_model:Qwen/Qwen3-Embedding-0.6B', 'base_model:quantized:Qwen/Qwen3-Embedding-0.6B', 'license:apache-2.0', 'text-embeddings-inference', 'endpoints_compatible', 'region:us']",False
bosonai/hubert_base,Qwen/Qwen2.5-14B-Instruct,apple,Llama,2022-03-02 23:29:05+00:00,transformer,6.782599659797817,131072.0,True,False,False,apache-2.0,mistralai/Mistral-7B-Instruct-v0.2,"['transformers', 'safetensors', 'hubert', 'feature-extraction', 'speech', 'audio', 'higgs-audio', 'license:apache-2.0', 'endpoints_compatible', 'region:us']",False
jinaai/jina-clip-v2,meta-llama/Llama-3.1-8B-Instruct,deepseek-ai,Qwen,2022-05-11 08:25:17+00:00,transformer,7.217310630119348,131072.0,True,False,False,mit,zeroentropy/zembed-1-embedding,"['transformers', 'safetensors', 'qwen2', 'text-generation', 'chat', 'conversational', 'en', 'base_model:Qwen/Qwen2.5-32B-Instruct', 'base_model:quantized:Qwen/Qwen2.5-32B-Instruct', 'license:apache-2.0', 'text-generation-inference', 'endpoints_compatible', '4-bit', 'awq', 'region:us']",False
RedHatAI/Llama-3.2-1B-Instruct-FP8-dynamic,HuggingFaceTB/SmolLM2-135M-Instruct,BAAI,Qwen,2024-10-16 23:14:07+00:00,transformer,31.965578490179716,131072.0,True,False,False,llama3.2,voyageai/voyage-4-nano,"['transformers', 'safetensors', 'qwen3', 'text-generation', 'conversational', 'base_model:Qwen/Qwen3-32B', 'base_model:quantized:Qwen/Qwen3-32B', 'license:apache-2.0', 'text-generation-inference', 'endpoints_compatible', '4-bit', 'awq', 'region:us']",False
Qwen/Qwen2.5-1.5B-Instruct-AWQ,naver/splade-v3,llamafactory,Gemma,2022-03-02 23:29:05+00:00,transformer,33.6791444803585,131072.0,True,False,False,apache-2.0,unslothai/vram-80,"['transformers', 'safetensors', 'gpt_oss', 'text-generation', 'vllm', 'conversational', 'license:apache-2.0', 'eval-results', 'endpoints_compatible', '8-bit', 'mxfp4', 'deploy:azure', 'region:us']",False
BAAI/bge-small-zh-v1.5,nreimers/TinyBERT_L-4_H-312_v2,Qwen,Qwen,2024-09-05 11:56:46+00:00,transformer,6.569027860404074,131072.0,True,False,False,apache-2.0,ricdomolm/mini-coder-1.7b,"['transformers', 'safetensors', 'h2ovl_chat', 'feature-extraction', 'gpt', 'llm', 'multimodal large language model', 'ocr', 'text-generation', 'conversational', 'custom_code', 'en', 'license:apache-2.0', 'region:us']",False
HuggingFaceTB/SmolLM2-135M-Instruct,deepseek-ai/DeepSeek-R1-0528,Qwen,Qwen,2024-09-17 14:10:29+00:00,transformer,7.249211791295336,131072.0,True,False,False,gemma,llamafactory/tiny-random-Llama-3,"['sentence-transformers', 'pytorch', 'onnx', 'safetensors', 'bert', 'feature-extraction', 'sentence-similarity', 'transformers', 'mteb', 'en', 'license:mit', 'model-index', 'eval-results', 'text-embeddings-inference', 'endpoints_compatible', 'region:us', 'deploy:azure']",False
hmellor/tiny-random-LlamaForCausalLM,Xenova/bge-base-en-v1.5,BAAI,Qwen,2023-02-08 19:25:46+00:00,transformer,29.852541575275048,131072.0,True,False,False,apache-2.0,BAAI/bge-reranker-large,"['sentence-transformers', 'onnx', 'safetensors', 'xlm-roberta', 'feature-extraction', 'sentence_embedding', 'feature_extraction', 'transformers', 'transformers.js', 'de', 'en', 'license:apache-2.0', 'text-embeddings-inference', 'endpoints_compatible', 'region:us']",False
sonoisa/sentence-bert-base-ja-mean-tokens,BAAI/bge-small-zh-v1.5,facebook,Qwen,2024-09-10 12:38:15+00:00,transformer,7.567672898024326,131072.0,True,False,False,mit,cambridgeltl/SapBERT-from-PubMedBERT-fulltext-mean-token,"['transformers.js', 'onnx', 'bert', 'feature-extraction', 'base_model:intfloat/multilingual-e5-small', 'base_model:quantized:intfloat/multilingual-e5-small', 'region:us']",False
unslothai/vram-96,Xenova/bge-small-en-v1.5,Qwen,GPT,2023-05-02 22:46:15+00:00,transformer,6.685226696681705,131072.0,True,False,False,apache-2.0,meta-llama/Meta-Llama-3-8B-Instruct,"['sentence-transformers', 'safetensors', 'qwen3', 'feature-extraction', 'mteb', 'transformers', 'multilingual', 'af', 'am', 'ar', 'as', 'az', 'be', 'bg', 'bn', 'br', 'bs', 'ca', 'cs', 'cy', 'da', 'de', 'el', 'en', 'eo', 'es', 'et', 'eu', 'fa', 'fi', 'fr', 'fy', 'ga', 'gd', 'gl', 'gu', 'ha', 'he', 'hi', 'hr', 'hu', 'hy', 'id', 'is', 'it', 'ja', 'jv', 'ka', 'kk', 'km', 'kn', 'ko', 'ku', 'ky', 'la', 'lo', 'lt', 'lv', 'mg', 'mk', 'ml', 'mn', 'mr', 'ms', 'my', 'ne', 'nl', 'no', 'om', 'or', 'pa', 'pl', 'ps', 'pt', 'ro', 'ru', 'sa', 'sd', 'si', 'sk', 'sl', 'so', 'sq', 'sr', 'su', 'sv', 'sw', 'ta', 'te', 'th', 'tl', 'tr', 'ug', 'uk', 'ur', 'uz', 'vi', 'xh', 'yi', 'zh', 'license:mit', 'text-embeddings-inference', 'endpoints_compatible', 'deploy:azure', 'region:us']",False
BAAI/bge-large-zh-v1.5,voyageai/voyage-4-nano,Xenova,Qwen,2024-09-25 19:49:29+00:00,transformer,6.145313693184974,131072.0,True,False,False,mit,Qwen/Qwen3-32B,"['safetensors', 'llama', 'text-generation', 'conversational', 'en', 'license:apache-2.0', 'compressed-tensors', 'region:us']",False
nvidia/Gemma-4-31B-IT-NVFP4,h2oai/h2ovl-mississippi-800m,zai-org,DeepSeek,2023-08-05 08:03:22+00:00,transformer,6.659649355723312,131072.0,True,False,False,mit,BAAI/bge-small-zh,"['transformers', 'safetensors', 'llama', 'feature-extraction', 'endpoints_compatible', 'region:us']",False
mesolitica/llama2-embedding-1b-8k,nvidia/NVIDIA-Nemotron-3-Super-120B-A12B-NVFP4,unslothai,Qwen,2025-10-16 22:44:33+00:00,transformer,7.9507984901069,131072.0,True,False,False,mit,intfloat/multilingual-e5-large-instruct,"['transformers', 'safetensors', 'deepseek_v2', 'text-generation', 'conversational', 'custom_code', 'license:other', 'text-generation-inference', 'endpoints_compatible', 'region:us']",False
Qwen/Qwen2.5-0.5B-Instruct,unslothai/1,Qwen,Qwen,2024-09-17 14:08:52+00:00,transformer,6.595119031528688,131072.0,True,False,False,cc-by-sa-4.0,meta-llama/Llama-3.2-3B,"['transformers', 'safetensors', 'h2ovl_chat', 'feature-extraction', 'gpt', 'llm', 'multimodal large language model', 'ocr', 'text-generation', 'conversational', 'custom_code', 'en', 'license:apache-2.0', 'region:us']",False
Qwen/Qwen2.5-14B-Instruct-AWQ,ai-forever/FRIDA,intfloat,Qwen,2023-09-12 05:20:55+00:00,transformer,7.271103186794029,131072.0,True,False,False,apache-2.0,dphn/dolphin-2.9.1-yi-1.5-34b,"['transformers.js', 'onnx', 'bert', 'feature-extraction', 'base_model:sentence-transformers/all-MiniLM-L6-v2', 'base_model:quantized:sentence-transformers/all-MiniLM-L6-v2', 'license:apache-2.0', 'region:us']",False
meta-llama/Llama-3.1-8B,Qwen/Qwen2.5-3B-Instruct,meta-llama,Qwen,2022-03-02 23:29:05+00:00,transformer,6.447168153181606,131072.0,True,False,False,cc-by-4.0,microsoft/harrier-oss-v1-270m,"['transformers', 'safetensors', 'relik-reader', 'feature-extraction', 'custom_code', 'en', 'region:us']",False
meta-llama/Llama-3.3-70B-Instruct,dmis-lab/biobert-v1.1,Qwen,Qwen,2023-09-12 05:22:11+00:00,transformer,30.573226265315473,131072.0,True,False,False,other,BAAI/bge-multilingual-gemma2,"['sentence-transformers', 'pytorch', 'onnx', 'safetensors', 'bert', 'feature-extraction', 'sentence-similarity', 'transformers', 'mteb', 'en', 'license:mit', 'model-index', 'text-embeddings-inference', 'endpoints_compatible', 'deploy:azure', 'region:us']",False
meta-llama/Llama-3.2-3B,intfloat/multilingual-e5-large,Qwen,Qwen,2023-10-30 18:17:08+00:00,transformer,14.518458520480923,131072.0,True,False,False,apache-2.0,BAAI/bge-large-zh-v1.5,"['transformers.js', 'onnx', 'bert', 'feature-extraction', 'base_model:intfloat/multilingual-e5-small', 'base_model:quantized:intfloat/multilingual-e5-small', 'region:us']",False
meta-llama/Llama-3.2-1B-Instruct,dmis-lab/biobert-v1.1,Qwen,Qwen,2023-05-02 22:46:15+00:00,transformer,8.398127178476894,131072.0,True,False,False,apache-2.0,openai/gpt-oss-20b,"['transformers', 'safetensors', 'phi3', 'text-generation', 'nlp', 'code', 'conversational', 'custom_code', 'multilingual', 'ar', 'zh', 'cs', 'da', 'nl', 'en', 'fi', 'fr', 'de', 'he', 'hu', 'it', 'ja', 'ko', 'no', 'pl', 'pt', 'ru', 'es', 'sv', 'th', 'tr', 'uk', 'license:mit', 'text-generation-inference', 'endpoints_compatible', 'region:us']",False
zai-org/GLM-5.1-FP8,princeton-nlp/sup-simcse-roberta-base,Qwen,Qwen,2023-09-12 05:20:55+00:00,transformer,29.86721867853169,131072.0,True,False,False,apache-2.0,TinyLlama/TinyLlama-1.1B-Chat-v1.0,"['transformers', 'safetensors', 'kimi_k2', 'text-generation', 'conversational', 'custom_code', 'license:other', 'eval-results', 'endpoints_compatible', 'fp8', 'region:us']",False
